ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
3.6.1.13	R54Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	0.0411	s^(-1)
3.6.1.13	Y28Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	10.04	s^(-1)
3.6.1.13	wildtype	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	10.65	s^(-1)
3.6.1.13	W46A/W28A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.058	s^(-1)
3.6.1.13	wildtype	Arabidopsis thaliana	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q6NPD7	0.12	s^(-1)
3.6.1.13	E166Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.1	s^(-1)
3.6.1.13	N110A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		0.11	s^(-1)
3.6.1.13	R84Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.18	s^(-1)
3.6.1.13	E63Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	0.23	s^(-1)
3.6.1.13	R111Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.32	s^(-1)
3.6.1.13	H97A	Danio rerio	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		0.4	s^(-1)
3.6.1.13	R51Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.41	s^(-1)
3.6.1.13	E70Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	0.41	s^(-1)
3.6.1.13	H111A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.47	s^(-1)
3.6.1.13	E129Q/D126N	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	0.7	s^(-1)
3.6.1.13	wildtype	Mus musculus	CC(=O)OC1C(C(OC1O)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O)O	2''-O-acetyl-ADP-ribose		0.78	s^(-1)
3.6.1.13	H97A	Danio rerio	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	Q7T291	0.8	s^(-1)
3.6.1.13	H97A	Danio rerio	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC(CO)O)O)O	CDP-glycerol	Q7T291	0.8	s^(-1)
3.6.1.13	wildtype	Mus musculus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		0.94	s^(-1)
3.6.1.13	R43A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		0.95	s^(-1)
3.6.1.13	R18Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	17.05	s^(-1)
3.6.1.13	E85Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	1.12	s^(-1)
3.6.1.13	wildtype	Synechococcus sp.	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		1.8	s^(-1)
3.6.1.13	wildtype	Methanocaldococcus jannaschii	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		1.98	s^(-1)
3.6.1.13	L196F/F37A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		2.0	s^(-1)
3.6.1.13	wildtype	Synechocystis sp.	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		20.0	s^(-1)
3.6.1.13	E73Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	2.07	s^(-1)
3.6.1.13	H97A	Danio rerio	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O	CDPethanolamine		2.1	s^(-1)
3.6.1.13	D128N	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	2.2	s^(-1)
3.6.1.13	H111A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	2.2	s^(-1)
3.6.1.13	H111N	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	2.3	s^(-1)
3.6.1.13	T155A	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	2.42	s^(-1)
3.6.1.13	S102A	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	2.43	s^(-1)
3.6.1.13	wildtype	Thermus thermophilus	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	FAD		5.0	s^(-1)
3.6.1.13	T110A	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	2.65	s^(-1)
3.6.1.13	F210A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		2.7	s^(-1)
3.6.1.13	E115Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	2.7	s^(-1)
3.6.1.13	E108Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	2.97	s^(-1)
3.6.1.13	F37A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		3.0	s^(-1)
3.6.1.13	S153A	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	3.3	s^(-1)
3.6.1.13	Y99F	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	3.32	s^(-1)
3.6.1.13	E127Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	4.1	s^(-1)
3.6.1.13	H33A	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	4.16	s^(-1)
3.6.1.13	Q27H	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		4.3	s^(-1)
3.6.1.13	N110A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	4.3	s^(-1)
3.6.1.13	E93Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	4.5	s^(-1)
3.6.1.13	H111N	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	5.3	s^(-1)
3.6.1.13	wildtype	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	35.0	s^(-1)
3.6.1.13	I19A	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	5.68	s^(-1)
3.6.1.13	N110A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	5.7	s^(-1)
3.6.1.13	L68A	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	5.93	s^(-1)
3.6.1.13	R196Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	6.0	s^(-1)
3.6.1.13	Q52A	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	6.74	s^(-1)
3.6.1.13	wildtype	Autographa californica multiple nucleopolyhedrovirus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		6.96	s^(-1)
3.6.1.13	L196A/F37A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	7.0	s^(-1)
3.6.1.13	D133A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	7.3	s^(-1)
3.6.1.13	H111A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		7.4	s^(-1)
3.6.1.13	wildtype	Saccharomyces cerevisiae	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		7.92	s^(-1)
3.6.1.13	L196F/F37A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	8.0	s^(-1)
3.6.1.13	wildtype	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	ADPglucose	Q5SKW5	9.1	s^(-1)
3.6.1.13	wildtype	Haemophilus influenzae	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	P44684	9.2	s^(-1)
3.6.1.13	Q27H	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	10.0	s^(-1)
3.6.1.13	Q82A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	10.3	s^(-1)
3.6.1.13	D133N	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	10.4	s^(-1)
3.6.1.13	W46A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	11.3	s^(-1)
3.6.1.13	D164A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	12.2	s^(-1)
3.6.1.13	L98A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	12.4	s^(-1)
3.6.1.13	R27Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	12.9	s^(-1)
3.6.1.13	L196F/C253A/F37A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	13.0	s^(-1)
3.6.1.13	D164N	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	13.1	s^(-1)
3.6.1.13	W28A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	13.3	s^(-1)
3.6.1.13	C139A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	13.7	s^(-1)
3.6.1.13	F37A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	14.0	s^(-1)
3.6.1.13	L196A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	16.0	s^(-1)
3.6.1.13	wildtype	Danio rerio	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		16.9	s^(-1)
3.6.1.13	wildtype	Danio rerio	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		18.0	s^(-1)
3.6.1.13	L196A/F37A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		19.0	s^(-1)
3.6.1.13	F210A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	19.0	s^(-1)
3.6.1.13	L196F/C253A/F37A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		20.0	s^(-1)
3.6.1.13	L196A/F37A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	25.0	s^(-1)
3.6.1.13	L196F/F37A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	26.0	s^(-1)
3.6.1.13	L196A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	29.0	s^(-1)
3.6.1.13	H97A	Danio rerio	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		29.7	s^(-1)
3.6.1.13	L196A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		30.0	s^(-1)
3.6.1.13	F37A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	33.0	s^(-1)
3.6.1.13	H111N	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		34.0	s^(-1)
3.6.1.13	L196F/C253A/F37A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	37.0	s^(-1)
3.6.1.13	Q27H	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	39.0	s^(-1)
3.6.1.13	F37Y	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	50.0	s^(-1)
3.6.1.13	F210A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	50.0	s^(-1)
3.6.1.13	wildtype	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		60.0	s^(-1)
3.6.1.13	wildtype	Bacillus subtilis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	P54570	64.8	s^(-1)
3.6.1.13	wildtype	Danio rerio	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	Q7T291	67.2	s^(-1)
3.6.1.13	F37Y	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		70.0	s^(-1)
3.6.1.13	F37Y	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	76.0	s^(-1)
3.6.1.13	C253A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	79.0	s^(-1)
3.6.1.13	C253A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	2',3'-Cyclic AMP		83.0	s^(-1)
3.6.1.13	wildtype	Danio rerio	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC(CO)O)O)O	CDP-glycerol	Q7T291	95.6	s^(-1)
3.6.1.13	C253A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	97.0	s^(-1)
3.6.1.13	wildtype	Escherichia coli	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose		117.0	s^(-1)
3.6.1.13	wildtype	Danio rerio	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O	CDPethanolamine		125.2	s^(-1)
6.3.4.6	K1605A	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	1.44	s^(-1)
6.3.4.6	G559E/G572E	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	3.0	s^(-1)
6.3.4.6	D1321A	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	3.16	s^(-1)
6.3.4.6	wildtype	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	210.8	s^(-1)
6.3.4.6	S177A/K1605A	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	12.68	s^(-1)
6.3.4.6	wildtype	Oleomonas sagaranensis	C(=O)N	Formamide	Q75RY4	16.8	s^(-1)
6.3.4.6	wildtype	Oleomonas sagaranensis	CC(=O)N	Acetamide	Q75RY4	40.4	s^(-1)
6.3.4.6	wildtype	Oleomonas sagaranensis	C(=O)(N)N	Urea	Q75RY4	44.2	s^(-1)
6.3.4.6	Y1324F	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	45.8	s^(-1)
6.3.4.6	D1564N	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	61.8	s^(-1)
6.3.4.6	Y1628F	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	64.9	s^(-1)
6.3.4.6	E1792A	Kluyveromyces lactis	C(=O)(N)N	Urea	Q6CP22	68.7	s^(-1)
3.5.1.54	wildtype	Enterobacter cloacae	C(=O)(N)NC(=O)O	allophanate	Q9ALV2	6.0	s^(-1)
3.5.1.54	wildtype	Pseudomonas sp.	C(=O)(N)NC(=O)O	allophanate		16.4	s^(-1)
3.5.1.54	wildtype	Granulibacter bethesdensis	C(=O)(N)NC(=O)O	allophanate	Q0BRB0	18.2	s^(-1)
1.14.14.77	wildtype	Chamberlinius hualienensis	C1=CC=C(C=C1)CC#N	phenyl acetonitrile		3.07	s^(-1)
1.2.1.3	N158A	Sinorhizobium meliloti	C(C=O)P(=O)(O)O	2-Phosphonoacetaldehyde		0.01	s^(-1)
1.2.1.3	wildtype	Pseudomonas putida	C1=CC=C(C=C1)C=O	Benzaldehyde		0.137	s^(-1)
1.2.1.3	R108A	Sinorhizobium meliloti	C(C=O)P(=O)(O)O	2-Phosphonoacetaldehyde		0.051	s^(-1)
1.2.1.3	R475E/R264E	Homo sapiens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+	P05091	0.0667	s^(-1)
1.2.1.3	R447A	Sinorhizobium meliloti	C(C=O)P(=O)(O)O	2-Phosphonoacetaldehyde		0.076	s^(-1)
1.2.1.3	wildtype	Sinorhizobium meliloti	C(C(C=O)O)OP(=O)(O)O	D-Glyceraldehyde 3-phosphate		0.098	s^(-1)
1.2.1.3	R290A	Sinorhizobium meliloti	C(C=O)P(=O)(O)O	2-Phosphonoacetaldehyde		0.12	s^(-1)
1.2.1.3	wildtype	Homo sapiens	C1=CC(=C2C=CC=C(C2=C1)Br)C=O	5-Bromo-1-naphthaldehyde		0.25	s^(-1)
1.2.1.3	E385A	Sinorhizobium meliloti	C(C=O)P(=O)(O)O	2-Phosphonoacetaldehyde		0.19	s^(-1)
1.2.1.3	R264E	Homo sapiens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+	P05091	0.2	s^(-1)
1.2.1.3	wildtype	Escherichia coli	C(CO)C(=O)O	3-hydroxypropionic acid		0.26	s^(-1)
1.2.1.3	wildtype	Rattus norvegicus	CC=O	Acetaldehyde	P13601	3.5	s^(-1)
1.2.1.3	wildtype	Bos taurus	CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-Nitrophenyl acetate		0.26	s^(-1)
1.2.1.3	wildtype	Bos taurus	C(C(C=O)O)OP(=O)(O)O	D-Glyceraldehyde 3-phosphate		0.28	s^(-1)
1.2.1.3	R475E	Homo sapiens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+	P05091	0.3	s^(-1)
1.2.1.3	wildtype	Homo sapiens	C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C=O	phenanthrene-9-carboxaldehyde		0.3	s^(-1)
